addressid,ownerid,province,district,neighborhood,addressaddedtime
bdbebd60-41ea-47bb-a211-920de384d8b0,be874274-46d3-4a13-b2ab-97a4a1a0b446,İstanbul,Sarıyer,Ayazağa,2025-07-04 15:49:22.381
3d25cb39-52c9-477e-891b-d64e277e4e88,744105be-4315-4a46-9735-1b199f0d5c76,İstanbul,Sarıyer,Uskumruköy,2025-07-11 22:18:37.817
c16bd07e-12e3-40b0-ba01-5d0a92cbd174,71c745c1-d1e9-4649-9631-3e0dec381a6d,İzmir,Seferihisar,Ulamış,2025-06-08 18:57:35.797
0a250fe5-ffb7-409f-8925-0c41c947c0a7,67f39248-5e96-49fc-8ddb-d69338bc06a3,İstanbul,Üsküdar,Acıbadem,2025-08-02 10:18:45.268
a5833c3e-877d-4b32-85a9-38edea4ce67e,589674fe-5ff0-4006-99c8-5d7f4575dd69,İzmir,Çiğli,Aydınlıkevler,2025-07-26 01:46:25.702
a124d748-2a55-4f72-8804-ff1ee01d89d6,70f06363-691f-441b-80e4-10c7e95cce68,Ankara,Etimesgut,Şehit Osman Avcı,2025-07-16 00:36:55.293
5cad4044-7596-4800-bbd3-cc4298d3adeb,a2303faa-445e-4ce1-89cc-33188661a0c9,İstanbul,Bakırköy,Ataköy 7-8-9-10.,2025-07-09 14:59:26.437
22154ced-f566-4c95-bfae-c8f37aab069e,9ee3d777-073a-4238-a2c6-31732b6db65d,Mersin,Erdemli,Çeşmeli,2025-07-17 17:04:11.922
4ab6a593-c780-4f64-ac16-ece58494a9ee,433c39af-ed04-4b7a-b652-a0f32032ff43,İstanbul,Maltepe,Çınar,2025-06-30 12:33:10.139
2f89e477-c3de-4a76-8382-6a8f8fb7edcc,0c212be1-4eba-48f6-80cc-04e4a08499c4,İstanbul,Beşiktaş,Kültür,2025-08-01 12:52:52.665
afc02563-bb15-4de5-9200-1e2b96ab0a41,6fb86b5b-1746-44ce-8b21-23499d0e3034,İstanbul,Üsküdar,Acıbadem,2025-05-25 00:28:54.982
cc387214-5b69-404d-b67c-7976fd44050b,08576173-3839-477a-8f2b-e0b15b52c8ea,İstanbul,Pendik,Batı,2025-06-08 13:43:53.406
32946036-d7e3-4033-aa02-395b93a49eaa,51b8112b-3a81-4495-9694-ac33f47fcd16,İzmir,Çiğli,Evka-5,2025-06-21 10:06:11.626
039198d7-73e1-46f3-a0a2-ed773627cfb2,c9e228f9-56e2-49ae-8d69-626f62f30b1c,İstanbul,Sarıyer,Zekeriyaköy,2025-06-23 18:39:47.009
8bdfcad9-6541-4878-a247-ad318c02dac7,4042f7bb-6db5-4b52-bdfe-db55de0991a4,İzmir,Bornova,Yeşilova,2025-05-26 10:47:49.027
f6ec3fe6-e83c-4eb1-8144-2b1cf86b5e9e,e0fbe49d-273d-41ca-8390-0c8490201685,İstanbul,Şişli,Mecidiyeköy,2025-05-26 18:32:39.855
7b5c4287-5dc8-4de5-b31c-1460826f6a6c,e7d176ff-530c-4ab3-81d4-7c9c36178acf,İstanbul,Kadıköy,Göztepe,2025-06-19 19:19:22.454
c112accc-f8d0-4c6c-a39d-ed43d1e2f24d,6dfa74bc-7e10-4b4b-bc2a-c1b23bd30f34,İstanbul,Kadıköy,19 Mayıs,2025-06-06 20:16:18.598
b5aaa37b-e1f2-40a7-86e6-c90ac90c6e6c,ded79fa7-7da5-4908-b654-c0d540611e95,İstanbul,Kadıköy,Erenköy,2025-06-19 09:15:39.435
fb975c70-593d-4910-a7ea-8e9c0e1630a1,2f4b64fd-9587-4e34-b58b-42cd95b278a6,İstanbul,Ataşehir,Ataşehir Atatürk,2025-07-18 12:20:15.616
1380010c-f305-4778-9528-c6a87889d5d1,a1fb9732-388e-475f-a705-b4c583cb532f,İstanbul,Beşiktaş,Muradiye,2025-05-19 16:44:30.413
27fca7ee-df99-4e8b-ba0e-16b34852c677,1d2e569f-8377-42a1-b953-946340c0bccd,İzmir,Seferihisar,Camikebir,2025-07-02 13:54:49.512
385d8c88-ff49-4431-99d2-01294f81375f,fd55e861-cda2-4d1f-a381-dfe8613e1480,İstanbul,Kadıköy,Caferağa,2025-06-25 18:12:17.931
ada0e22b-436f-45f5-874d-83993197e1f3,d43fa860-855f-4aa1-8dc2-53c387db1e08,İstanbul,Şişli,19.Mayıs,2025-07-17 14:49:25.511
8f23485e-8869-42b7-b80a-7af6a16a4836,8a746ccd-029a-4d87-818b-bc3922ebbeb7,İstanbul,Maltepe,Feyzullah,2025-07-18 01:09:30.563
1a043509-485f-481b-8ae0-fb2d8a197159,7b71220d-1c13-4004-a639-db74912881f9,İstanbul,Kartal,Atalar,2025-05-23 21:33:55.147
6422f38c-c823-4680-8e7c-23d90344491b,daee96a5-9bfe-4c9d-8cfb-572531e044a8,İstanbul,Arnavutköy,Mavigöl,2025-05-28 17:36:05.182
afe7e867-d559-4d84-8c22-591bf711238a,404fe474-4d50-4b2c-b225-67246f228b4c,İstanbul,Şile,Çavuş,2025-05-17 01:08:43.989
29647c8d-4448-4447-9a6f-7c991638a103,c0011a73-e66d-4fc3-8bcc-139ed2b7eff0,İstanbul,Sarıyer,Kireçburnu,2025-06-04 16:32:30.512
40ca22e7-797e-4296-b1a9-b304dc8cda6a,3a9d7d89-c250-4c8e-bc37-11ff37b1ba83,İstanbul,Kartal,Uğurmumcu,2025-06-01 20:09:12.921
d1381104-f506-4dda-8ad9-2b87ff53a48c,664540d9-38cd-4dea-9842-91266c8b80aa,İzmir,Karşıyaka,Bostanlı,2025-07-09 18:46:47.324
77ff10f1-9727-4ff9-bd08-bea9b6eb9b6f,f08e6224-2a17-425d-83f1-cb971194e56e,İstanbul,Sancaktepe,Fatih,2025-07-22 05:13:41.575
db5adaa3-7374-43c2-82ca-692a10fc615f,69e47325-64c0-4a8a-9673-e5cec6663c73,Ankara,Mamak,Abidinpaşa,2025-05-19 20:38:43.678
c0d4ff3c-1895-4a08-88cc-61a3a4cefe21,5979499f-1ba3-4fcd-bb5f-36892e38fd62,İzmir,Karşıyaka,Mavişehir,2025-05-31 15:44:24.134
81644ca9-693d-47b3-9e12-982e19b8133e,01fb1563-dfaf-49eb-bc91-9ba22aeae030,İzmir,Karşıyaka,Aksoy,2025-06-26 21:13:11.313
0bb05e01-324d-476c-8e15-6a34174e3768,27d65a8e-3ad6-4750-b996-ebfe2dc76942,İstanbul,Ümraniye,Esenşehir,2025-08-02 12:12:43.539
f5bd4628-50a4-40ad-a3ab-2f52bfe04100,ed53c872-40f1-4f25-a202-e59069616c07,İstanbul,Ataşehir,Küçükbakkalköy,2025-07-05 17:58:43.796
8356020d-1c6f-43c7-baf4-293e169ccf30,08ac378e-1705-4e11-a5a2-26a9139740d5,İzmir,Konak,Göztepe,2025-07-12 13:02:41.388
26e9926f-cc90-40d9-8f3f-aea7c53915b6,f14fae11-96a4-46e9-bbf7-a462fd47782c,İstanbul,Maltepe,Aydınevler,2025-07-18 08:10:50.167
ad019649-9c1b-4006-9bcb-352652fe7907,a7ed73a5-c21e-4ba4-a588-e154b6c7defa,İzmir,Bayraklı,Çay,2025-05-14 02:15:31.288
602e464d-f12f-44db-aa89-2bc13822ac49,b1f4e409-b017-47f2-ae21-bb90248699ac,İstanbul,Kadıköy,Erenköy,2025-05-31 17:54:05.842
d766d352-9f32-46e5-bc49-7fda23acff73,0fee92a1-da36-4ecd-8349-8a68d489e1c5,İzmir,Urla,Denizli,2025-05-26 10:50:02.033
910beec4-5188-475d-89d1-61c79bb21512,0affeb43-1e7f-4a10-b1a0-5d40f5405611,Antalya,Alanya,Mahmutlar,2025-07-21 20:42:51.125
ee289fc5-f5e6-4d6e-bac9-cd71c540f3ee,8e2ff861-34bf-49ad-95d1-a36135bc8f17,Ankara,Yenimahalle,Yeni Batı,2025-05-13 09:45:38.330
59d3b91d-6888-4c4d-bea0-1b4ffff86cba,34c06180-817a-4001-8dbe-d52174e6c5b9,İstanbul,Küçükçekmece,Kanarya,2025-05-23 15:03:21.898
913d1e6f-cce3-4ca0-8f1c-680058034f0c,fd416951-a49e-4bfe-baba-4092355e18a4,İstanbul,Beşiktaş,Kuruçesme,2025-06-02 08:57:52.959
88755c9a-4305-4c1b-8d74-e3d60701649b,cfc99f74-31bd-46f9-9ba7-fda557d1a63e,İstanbul,Kartal,Atalar,2025-06-01 17:15:00.137
a7303022-1fb5-4011-a300-405c0d3522df,ab3672a3-e8d3-4631-bf8e-b91ae34abae7,İstanbul,Fatih,Şehremini,2025-05-26 18:03:45.850
05f40b35-b8da-4a2e-81a1-332076b855a5,ed02ad8f-a833-4ed1-8e71-3620e4d0e7d9,İstanbul,Beyoğlu,Piyalepaşa,2025-07-30 23:14:14.508
2ff0abc6-e957-4bf6-a038-605a3e6ea4a2,fdcd0f33-4ed5-4470-846c-4e14971d7b81,İstanbul,Ümraniye,Mehmet Akif,2025-07-22 01:14:17.812
0825dafa-6f9e-4306-be65-b14294014f33,44b4ec69-32b2-4295-b69c-623ceea33b55,İstanbul,Kadıköy,Hasanpaşa,2025-06-30 22:20:41.324
7fb26140-444d-4650-85c5-514bca381c83,9d94b288-7cda-414c-abed-80d4a776bfc0,İstanbul,Küçükçekmece,Sultan Murat,2025-06-20 23:06:27.972
110931ec-25dc-43fc-9bc4-9a3a6343da59,08e20579-4fb7-4770-9ee5-0e226d1135eb,Muğla,Bodrum,Konacik,2025-07-31 10:47:56.724
80781308-f7f1-434a-b53e-46bbff278a4a,f2b0d32e-0c71-4c8c-bbd0-7395d6f86e9d,İstanbul,Beykoz,Acarlar,2025-05-13 12:21:55.166
9dcdc1e0-3ac1-4d8c-bdd8-3a34c6ab2648,0abf1fe8-6d21-4214-8249-894d87c11e42,İstanbul,Kadıköy,Acıbadem,2025-06-04 21:15:19.880
bb8d9df8-381b-4d9d-a463-99f52de6e226,14b205b6-cf52-4596-b2c1-4065a2f62141,İstanbul,Bağcılar,Bağlar,2025-06-27 10:26:36.467
9a924ace-ec4e-49b7-8fc3-5b52cffcb9ac,4f077b8f-b4e4-490f-89cd-71ea10c7b267,İstanbul,Maltepe,Cevizli,2025-07-04 12:03:34.835
6bce820c-cf45-4228-97cf-411ed41e895d,edb61a71-72dd-4cb4-9d57-a2d62a415be2,İstanbul,Kadıköy,Eğitim,2025-05-31 07:16:37.984
86b85628-6a75-4ce8-bf63-eb09be3db7c9,481d2991-6fc7-4553-a036-e79f1af48391,İstanbul,Bahçelievler,Bahçelievler,2025-05-13 11:10:33.825
94e9d03a-837a-471a-9c82-95f9cd347412,68af284c-c5b5-433a-89e5-02f31d413b9f,İstanbul,Avcılar,Denizköşkler,2025-06-20 12:35:33.990
01a6ac4f-ab64-4c1c-acb5-8bf6108e22ed,10156e0c-095d-4c2d-90a2-21005f61ff2f,İstanbul,Ümraniye,Çakmak,2025-06-27 12:55:45.893
c4845c17-1492-4a47-a629-6fba9d21ad4d,f153988f-7322-46ab-bea5-ff8dba852d53,İstanbul,Maltepe,Altıntepe,2025-07-29 14:57:23.591
472493c6-5f27-4318-9064-b27da2618dce,e0513e65-8573-46b8-bf77-4bdd21ba621b,İstanbul,Beyoğlu,Sütlüce,2025-05-21 19:47:22.669
69d63dcb-1507-48a5-8d7e-068e60b8947c,f90eb4e7-8e19-44df-9e85-7759936a5bb5,İstanbul,Ümraniye,Yaman Evler,2025-05-19 00:07:06.079
797c470e-d37b-4525-b5c7-ab37f09fa6d5,113cd1f0-1e26-4972-9267-48f54bd24a28,İstanbul,Kartal,Karlıktepe,2025-05-16 13:03:37.420
30162d2a-17a4-4490-8baa-16086ea6eade,3c834544-6f43-47a4-9f98-9b580fafaaf3,İstanbul,Çekmeköy,Çamlık,2025-05-10 08:48:48.976
4b3b9caa-0e21-4a76-a7d9-0dbb0b9e4a7e,cc20ae8b-c4da-4e9b-a552-5462f0bcb3f0,İstanbul,Kadıköy,Feneryolu,2025-06-29 18:49:59.698
7caf25fc-b90e-48e8-9200-67dab303b3b9,d1be9530-6713-43d7-bb4e-3dbb41761e66,İstanbul,Ümraniye,Yaman Evler,2025-06-19 20:56:39.731
df5860db-7b1c-4ed4-ba56-6ff3c1040bc1,7bb3f4b3-78a2-4e9d-a8fd-441b3b2225ea,İstanbul,Şişli,Gülbahar,2025-07-01 17:39:39.425
2fd61e1d-5555-410d-822a-a250339a49ce,c9fb8687-e55e-42e9-a588-f901a46a5d8b,İstanbul,Kadıköy,Dumlupınar,2025-07-20 21:09:36.801
effe6dbb-a764-4b9c-9d5b-d2c72fa43cf8,64f8b189-7e4d-4c12-9bb9-9b73cd6fe7c7,İstanbul,Bakırköy,Kartaltepe,2025-06-30 14:45:23.068
d4f4ac74-32a3-4394-b37f-a8c53b9bac5a,e22e2f4b-86bb-465b-aa88-a2ca89c71305,İstanbul,Sarıyer,Bahçeköy Yeni,2025-07-23 16:09:16.160
cd0a17a5-3871-4c93-af14-5ca759c791f8,17bbf63a-a8bb-4065-a956-34e1fd9ba7a9,İstanbul,Kadıköy,Erenköy,2025-07-02 10:03:07.053
168d0981-959b-479e-a274-c724aa3edb9d,76caca34-a70b-4251-8991-1b05415983ab,İstanbul,Üsküdar,Cumhuriyet,2025-05-06 21:26:37.137
56ab2fc7-7ff4-4da9-a56f-38bbf184858d,26077eec-ba0d-425d-9f0f-45cbda52d2cf,İstanbul,Kağıthane,Nurtepe,2025-06-16 22:48:56.321
3327cb69-b646-4755-a375-730e979429c4,8e3f2f04-d85d-4d37-9719-14a10b73d81a,Aydın,Kuşadası,Bayraklıdede,2025-07-29 21:15:19.990
dd7f576d-3a1a-428e-8540-acd2dd7c199e,71151884-ba4d-438f-8faf-e5d42850d143,Samsun,ilkadım,Rasathane,2025-07-09 17:29:38.778
074d884b-8f8f-45c6-8c54-9b4da6a9b8d9,77475497-f4c8-4d05-8414-082a0f906688,İstanbul,Zeytinburnu,Merkezefendi,2025-07-01 17:58:13.010
14122e9b-aaea-4270-bd53-ce0390c69864,33716e86-f0ef-42b6-9659-5248418fd5c5,İstanbul,Beşiktaş,Ulus,2025-05-20 11:32:05.204
147fdde2-8bd3-4ddc-a60a-34e4e990f196,3dbf04ef-677b-4a3d-b22e-12d00d6675c0,İstanbul,Beylikdüzü,Adnan Kahveci,2025-07-13 14:15:00.395
937f77eb-92ef-42da-a287-26a33529aa9d,bfdc3c7e-fa78-4b26-aca9-a533938cd55c,Eskişehir,Odunpazarı,Odunpazarı,2025-07-06 20:55:22.059
9cd63866-f150-4ba8-8150-e291c6013da5,9d2723c9-17a3-41bf-b1b4-786079ee69d3,İstanbul,Kadıköy,Göztepe,2025-07-19 18:39:20.349
88f52224-a8cb-4868-82be-40397228a9d5,a3b06eae-d034-4f96-9fdc-b10c6f634b5e,İstanbul,Fatih,Aksaray,2025-05-23 18:55:36.519
035a19eb-ce03-4cf8-b31c-baee07ef3b50,4e6bf70a-e43b-462a-98d8-06eb3498b965,İstanbul,Maltepe,Zümrütevler,2025-07-01 16:53:51.908
a634ffff-e822-463d-a6de-978e8d5da332,9bf15ab5-ee50-49dd-a93d-e8e84d1c3f18,İstanbul,Şişli,Feriköy,2025-07-01 09:57:23.672
8e64c887-e240-4668-87a2-145c5f36b8e7,44ea12b4-29b2-45f4-b26f-a98c85046410,İstanbul,Sancaktepe,Abdurrahmangazi,2025-05-12 12:58:44.802
25b7f363-0b99-47d6-81bb-92b4c05282f1,34d1202e-ca56-410d-a289-e4e89da56dbb,İstanbul,Kadıköy,Osmanağa,2025-05-28 07:15:10.891
efe0f9f9-da92-45b8-b4a4-c43c8ab7a463,19fa766f-2f9c-4fc6-9eb7-e13b30d2773e,Bursa,Yıldırım,Yıldırım,2025-07-03 11:09:29.510
bbb61e82-c478-43e8-b3ce-7551eabd7aa3,3c85f01c-1569-49da-97f2-985a9418bbfe,İzmir,Çiğli,Yakakent,2025-05-24 10:13:50.044
2db969f3-eab4-471a-bd76-60d704f1c841,669a5870-2532-4917-9632-23a6aab2a5a6,İzmir,Konak,Göztepe,2025-07-17 13:21:17.288
a54a7325-0ac5-4a7e-8dff-8b70395cf52b,c3e045cb-005c-4345-9f7d-89f836d1fee2,Ankara,Çankaya,Tınaztepe,2025-07-12 21:38:22.261
e2d28f04-ae0c-4fda-9b27-f6126b8a411f,fa7e2cb0-f71b-417e-ae43-c87815adb5ce,İzmir,Çeşme,Ilıca,2025-07-14 00:23:08.153
e718a7a2-31a2-41f7-8eb4-356b684a12a5,3008b5ea-70ca-4c69-a02f-6c6af84edcb4,İstanbul,Kağıthane,Şirintepe,2025-07-13 17:21:12.323
1ae34904-8545-4404-b1bb-ea935df2ff55,8ac1eab1-28b7-43ff-b74a-0d1a16029e66,İstanbul,Maltepe,Aydınevler,2025-06-26 00:47:58.121
9a9ffa61-f037-49cd-a340-ca6578e2edc8,403734dc-659f-4180-9cab-0c6f33437764,İzmir,Urla,Camiatik,2025-07-29 09:07:17.171
006d1bc8-ab2e-43ee-9c58-44e1de1412ad,9fac30df-7003-4602-a809-90c7e1b95369,Ankara,Çankaya,Anıttepe,2025-05-25 02:30:08.991
d168fb8f-3195-450d-bfc6-11f65c06a67f,0af1d405-8bc7-480d-8054-09c344fc0b90,İstanbul,Tuzla,Aydıntepe,2025-06-08 12:04:48.241
5b04ed24-8c36-4bba-99bf-4665b0e4e0eb,3bc26229-9c24-48a7-b420-3d392fb43f50,İstanbul,Kadıköy,Caddebostan,2025-07-04 19:57:26.812
316b4124-1cf6-4d4e-a3f7-d234049b24ea,9fc89396-0ee1-4651-837f-23ea8ad039f6,İstanbul,Sancaktepe,Abdurrahmangazi,2025-05-13 23:15:11.411
d07a6318-9f89-4d96-8c25-6c3d3f2fab84,9e4eebfc-ecf3-4d54-bb00-42b0587dc866,İstanbul,Şişli,Teşvikiye,2025-06-25 10:28:23.450
0539bd8c-52b8-468e-9263-75248cd27730,b6aef59b-603b-400b-b868-2a71f6b18001,İstanbul,Beşiktaş,Ulus,2025-07-19 16:47:16.468
814cc9c1-2fa5-44bd-8d66-2fc28d913d9e,5bd389b2-0c6d-41b6-9ac2-cd49324d0ebc,Eskişehir,Tepebaşı,Fatih,2025-07-06 01:45:09.629
9f53b1ab-f4df-433f-b52b-0352dc639be2,7e0afc41-0cdb-49c9-b06d-3431f8eea23e,İstanbul,Ataşehir,Yenişehir,2025-07-02 22:41:53.186
9847bed0-586c-4247-bd1a-3503bd9b358d,865384f2-56af-464b-ab75-3813a69f22ea,İzmir,Bornova,Rafet Paşa,2025-06-25 21:20:55.627
3cdfd61c-b41c-48e2-a812-c7fca69303e3,0da186f0-376f-442c-ad85-f52c976a2829,İstanbul,Kartal,Atalar,2025-07-05 16:22:09.982
a3733775-90d0-4ffe-aa3f-33a557e5e0c5,30108dc1-acef-40ae-88c4-c485ae2f762a,İstanbul,Çekmeköy,Mimar Sinan,2025-05-14 22:26:48.322
c13a2484-6272-4384-802e-7bce5e987e0a,4acba170-d2f7-41fd-88a0-7c4234112a15,İstanbul,Şişli,Fulya,2025-05-17 08:42:17.056
1c11a74a-d221-4de8-a4b4-dedd5614bb7d,30b4b0cb-7ed7-481e-a858-1f816d6ca423,İstanbul,Maltepe,Zümrütevler,2025-06-16 16:17:53.949
10431169-7728-4fb9-bab1-40b7153d6229,d40b8ff7-fda1-4511-a083-b9cc3b05fab9,İstanbul,Küçükçekmece,Atakent,2025-05-12 19:25:40.442
a3df7294-6bdd-4760-bf29-a92e5867422f,5a861a3e-916b-4be0-a3db-28feaf59b54e,Ankara,Keçiören,Yayla,2025-07-04 12:40:44.735
fe49ac7e-989f-44f2-8f32-2371e863d7c0,41bb8dc4-a35b-4a79-bdb7-3a81e339e459,İstanbul,Beyoğlu,Cihangir,2025-06-29 16:08:00.936
6e9fe901-448c-42f8-a9ac-1d509dfa0e83,a179199a-b376-4542-97af-544dd7b90599,Ankara,Çankaya,Murat,2025-07-30 08:10:31.730
96c8f15c-8f99-4156-8253-97f63823eb10,a327d189-57d8-4f55-978d-58a38f1c5b2f,İstanbul,Kadıköy,Merdivenköy,2025-06-22 10:23:12.722
12a51fd3-17be-459a-a94d-7292c00ddbbf,41bb8dc4-a35b-4a79-bdb7-3a81e339e459,İstanbul,Beşiktaş,Arnavutköy,2025-05-14 15:20:46.910
c60cdc8a-7260-40ff-a947-710739f175bb,79a95915-9b7b-4d7b-b5c8-bac826fddbf5,İstanbul,Kadıköy,Kozyatağı,2025-07-15 22:13:23.626
2db7eecd-ac54-489e-ba4b-494412ca42f5,643ef514-4d14-4880-82d6-6d306c460f61,İstanbul,Sancaktepe,Yunus Emre,2025-08-01 18:17:11.290
5f371039-7d02-437e-849a-cf68e3895b2a,dd15bd35-4ca1-4619-aa57-501b111f27db,İstanbul,Kadıköy,Caferağa,2025-05-22 11:51:38.606
3c8eba9b-c43d-4703-8bc7-74bab8d12973,c2013590-05ab-402a-a3e3-4c88ba71b5a4,Ankara,Çankaya,Üniversiteler,2025-05-08 08:38:30.738
371f313f-99a6-404c-a76d-7f577d375143,b2fde48f-da51-470f-b344-e68b8ce0c063,İstanbul,Avcılar,Merkez,2025-08-02 02:23:03.421
7e6bf2ba-d914-4ebc-8363-c12fce1b3b30,39221376-ca17-425a-a3ca-7f1164f41887,İstanbul,Maltepe,Altıntepe,2025-05-07 00:57:58.870
bbc6b85f-c9b1-45ec-9a4e-294acfe8637b,4d012cd4-c5ae-472a-87d2-cc8abb06ac6d,Ankara,Gölbaşı,Kızılcaşar,2025-06-24 15:36:55.229
b4114e0f-f3af-436f-bc0e-ea0ec1a9086e,1ca19d6b-5ccf-4341-b9b7-14b995f3fa69,İstanbul,Üsküdar,İcadiye,2025-05-06 13:45:53.237
939c7260-0814-4195-b2b6-7838ea5acc07,f78afb74-6391-4837-a7ea-0fa4394ae0ed,İstanbul,Beylikdüzü,Dereağzı,2025-05-13 00:33:50.089
eb650f79-efbb-40a1-bb75-85d8fbe5c2f4,c34191e6-977f-494b-85ca-727954aacebb,İstanbul,Kadıköy,Acıbadem,2025-06-11 15:39:42.188
da4abb8c-4c56-46ba-8279-625938b213eb,76d07535-ee1a-4cb6-9f30-3d38197902d9,İstanbul,Küçükçekmece,Cennet,2025-07-12 18:02:06.071
2828763f-1dc9-433e-9610-54ef5c66276a,4505bb6c-8fef-4216-81af-93aae0943d2d,Ankara,Çankaya,Beytepe,2025-07-14 22:41:10.723
25604009-c9b6-4155-8483-077d6edb5b01,41bb8dc4-a35b-4a79-bdb7-3a81e339e459,Ankara,Altındağ,Atıfbey,2025-07-08 22:45:30.821
ee5b4cc8-2de1-4225-a527-f7491475b815,fe350eec-97d8-4e79-9769-0981c88c4c34,İstanbul,Beylikdüzü,Adnan Kahveci,2025-05-18 01:33:22.404
4322c0dc-8750-43f3-8846-afb8c55d3caf,b3b02c35-cefd-4e24-a3af-a2c8e9ef57fd,İstanbul,Üsküdar,Acıbadem,2025-07-09 12:46:01.482
744797ee-bfa6-463e-ae16-1cab08946bf2,9ee3723a-8d0e-4034-86ee-c48ee04f0968,İstanbul,Çekmeköy,Hamidiye,2025-05-09 21:47:16.991
bb20e592-cbad-4a73-85f8-ee58a1de538b,bd2eb664-12a4-4ec7-97ba-d4d3d2a99e15,İstanbul,Fatih,Kocamustafapaşa,2025-06-07 09:56:43.392
4e52a119-f135-4ea1-b8dd-be7eca7aabe5,45d8aa48-4ca5-47d3-99e0-7cd6d9bbaf43,Ankara,Çankaya,Tınaztepe,2025-06-21 21:46:32.810
b029972f-288b-4fc3-a53d-1c6b7fb81a68,7d547582-02f0-4824-8050-892d86fdd1a4,Ankara,Çankaya,Oran,2025-06-06 10:30:39.372
827c53b4-bdc7-4ad2-9997-ad108399c812,669a5870-2532-4917-9632-23a6aab2a5a6,İstanbul,Beykoz,Göztepe,2025-05-28 14:22:56.747
3a599e82-acf6-4063-b3af-3700f05aa9b2,bec2649b-c675-45f1-a074-68a22517aa12,İstanbul,Ataşehir,Örnek,2025-07-06 11:42:48.355
5f911b15-2061-4375-b3ab-aaba70c90bd0,b81e4ca1-a388-4493-b81e-e75f4949ac8f,İzmir,Bayındır,Arıkbaşı,2025-06-11 10:07:39.924
54e2d667-83c0-4090-b6c8-9c35656a8a95,bda10453-d6d2-4bb9-86f6-39163eae3e90,İstanbul,Kadıköy,Zühtüpaşa,2025-07-26 10:44:58.930
03082711-f6ea-4706-847c-d237ea8a9199,256ee544-8c24-4803-8a96-82ff7820c148,İstanbul,Ümraniye,Atatürk,2025-05-08 23:47:15.321
28298c7a-4d70-49b6-a241-81e87f52ede0,a24ac8b8-58fb-4c11-a804-005830f2fd49,Ankara,Etimesgut,Güzelkent,2025-07-17 04:28:59.246
b660c3ee-3c0d-4c5e-9ef6-08a67e751820,58cda7e8-4ad0-47f1-8b59-827895e880f8,İstanbul,Maltepe,Zümrütevler,2025-05-31 14:08:19.488
6f8bf80a-ec88-4af3-8b39-3dc6ac02b06e,f35bbc68-1689-462b-a21e-63931721f321,İstanbul,Gaziosmanpaşa,Şemsipaşa,2025-05-31 09:24:45.302
c1f5a705-b9f2-4adc-b85f-fc23402f6176,f5756fb4-433c-4b02-ae06-ed8f12558c6c,İstanbul,Beylikdüzü,Adnan Kahveci,2025-05-14 12:55:57.296
61317698-22c7-4797-bae2-2962fcde2054,2b360fbc-3517-434a-bb6d-741a24292f9f,Ankara,Çubuk,Esenboğa Merkez,2025-05-07 17:25:49.440
3f40dd71-aee7-4a16-bc29-ae2d56146f4e,3ae783a2-8c5b-492d-830c-8271a1be35ae,İstanbul,Ataşehir,Barbaros,2025-06-30 23:04:47.144
c0874b6c-9cf6-4a92-863c-fb9604cd196b,7a19935e-c074-4f0d-b736-d21761d8095a,İzmir,Kemalpaşa,Çambel,2025-05-28 16:34:02.972
55a55491-7456-4daa-bfd8-6d008f7524ca,6006a045-6549-4303-a459-404a030eefc9,İstanbul,Kadıköy,Zühtüpaşa,2025-07-01 22:56:01.692
b37d4ade-f565-4953-a3da-7079c6a2d922,402d8f74-52ee-4341-b8ad-08cfb3cd2e98,İstanbul,Kadıköy,Feneryolu,2025-06-22 19:14:17.116
e93f0c53-2b5f-4811-8cf8-acd64ba27bb9,3418a122-6ac8-450e-9ef9-a3ce36af2e80,İstanbul,Maltepe,Feyzullah,2025-05-23 22:49:39.289
8823d89a-ce5e-40a9-8e9c-4b27e7bf0a77,3274b848-a992-4b1b-a801-de2a5e21f837,İzmir,Selçuk,Zafer,2025-06-20 02:14:21.997
02e28db2-d2ff-4af7-85c9-c81553631785,a7affb99-4862-451b-8dbc-5fe0ca9691f5,İstanbul,Bağcılar,Çınar,2025-05-18 18:44:49.054
67ab1544-a698-487c-9829-12840c4f9ce2,6406c6b0-2fc8-49ed-9f87-b0875f2c7557,İstanbul,Ümraniye,Yukarı Dudullu,2025-05-12 19:41:47.313
c0deefac-aef6-4e68-ae7b-7533f4f9f9ca,641f7d18-b368-443c-8513-0f03528bacf1,İstanbul,Ümraniye,Parseller,2025-07-30 06:57:09.323
f5914022-82d6-4346-aafe-570a8893de92,669a5870-2532-4917-9632-23a6aab2a5a6,İstanbul,Kadıköy,Caddebostan,2025-07-07 12:50:20.837
ccb4c8f5-eff0-40bd-8dac-9c74874594c3,78fe3085-ff39-4737-9f2f-d59ee0288f56,Ankara,Çankaya,Emek,2025-07-21 11:23:03.762
9e9ba5e4-c6f5-4ed0-b76d-795d8332499a,763f3f7d-666f-473d-baae-38009f54cea4,İstanbul,Pendik,Kavakpınar,2025-06-06 14:06:08.211
dbc9049a-08cd-4fbc-8b27-4413425689b6,dcfe3ef9-2673-434a-8dc2-d8974b4ddfee,İstanbul,Ataşehir,Barbaros,2025-06-17 17:37:28.604
2807eaea-a764-445b-a344-03f4cc00a759,691f3870-3a4c-468b-a86f-2cace6affb75,İzmir,Konak,Piri Reis,2025-06-23 11:25:27.497
